model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,theta_stranger
M5_theta10,27,3,-13.546304384488897,33.0926087689778,34.13608702984736,36.98011936699078,0.11587884146142795,0.2761782904490906,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1480943282889711,0.20454878067385227,10.0,sub-10952,15,0.5667796481541124,0.4666666666666667,0.20604283658226188,chronological_65_percent,
M6_theta10,27,3,-10.377977909897025,26.75595581979405,27.799434080663616,30.643466417807037,0.2851725041581283,0.4454719531457909,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11560752196091002,0.18179503151793414,10.0,sub-10952,15,0.9295613230571871,0.6,0.21016850727854755,chronological_65_percent,
M7_theta10,27,4,-10.072280365371125,28.14456073074225,29.962742548924066,33.327908194759566,0.24807373714370182,0.4618063357939186,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16663603398311788,0.2660868634394992,10.0,sub-10952,15,0.7509033891422916,0.6666666666666666,0.2018465346167113,chronological_65_percent,5.106361078100176
M4_theta10,42,3,-26.913958791532878,59.827917583065755,60.45949653043417,65.04092643791586,-0.02754095242622121,0.07550869335156185,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.044026305753578195,0.5585806470160571,0.0,sub-10953,42,0.6728590906259646,0.6666666666666666,0.23837155944240276,run_1_to_2,
M5_theta10,42,3,-0.00035626906937156116,6.000712538138743,6.632291485507165,11.213721392988848,0.8969381164217501,0.9999877621995332,True,100,100,100,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.011389743373729102,20.0,10.0,sub-10953,42,5.266359277952275,0.9523809523809523,0.047619048203137,run_1_to_2,
M6_theta10,42,3,-15.22329658017621,36.44659316035242,37.07817210772084,41.65960201520252,0.3740319141697851,0.4770815599475682,True,100,100,95,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.011328430213870304,20.0,0.5007788234707106,sub-10953,42,1.3987785813848586,0.42857142857142855,0.2791396131417339,run_1_to_2,
M7_theta10,42,4,-0.0003562690693716226,8.000712538138743,9.081793619219823,14.951391011272216,0.8625882344958224,0.9999877621995332,True,100,100,100,kappa;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.011389757235166992,20.0,10.0,sub-10953,42,5.26635930150844,0.9523809523809523,0.04761904820313734,run_1_to_2,0.0
M4_theta10,29,3,-18.3277646134031,42.6555292268062,43.6155292268062,46.757416716765626,-0.06101587037944042,0.08822844419527998,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3078553795022772,0.5427520168820442,0.572264326489071,sub-10954,30,0.6985349640530866,0.6333333333333333,0.24295195574492043,run_1_to_2,
M5_theta10,29,3,-18.940332810608766,43.88066562121753,44.84066562121753,47.982553111176955,-0.09148997728685095,0.057754337287869384,True,100,100,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4583923202124864,0.2939926688178588,0.0,sub-10954,30,0.6448801488801035,0.7,0.22796075804229468,run_1_to_2,
M6_theta10,29,3,-18.575658911204393,43.151317822408785,44.111317822408786,47.25320531236821,-0.07334814190021889,0.07589617267450144,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3662413100612053,0.41708234941499966,0.46321763524214044,sub-10954,30,0.647558393505384,0.7,0.2249592707447385,run_1_to_2,
M7_theta10,29,4,-18.444678701850233,44.889357403700465,46.55602407036713,50.358540723646364,-0.11658022956915401,0.0824121898638065,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3966775862030183,0.37431135633820617,0.12371481237557283,sub-10954,30,0.6068232063316098,0.6666666666666666,0.20964481631248785,run_1_to_2,0.6864186227741005
M4_theta10,42,3,-16.953734736312903,39.907469472625806,40.539048419994224,45.12047832747591,0.3145915678263697,0.41764121360415274,True,100,100,96,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.006106373833386954,20.0,0.49617518767659496,sub-10956,42,1.527456199967479,0.42857142857142855,0.3231328607967792,run_1_to_2,
M5_theta10,42,3,-13.13740608392029,32.27481216784058,32.906391115209,37.48782102269068,0.4456820064265907,0.5487316522043738,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.3281980414860457,10.0,sub-10956,42,0.5183498417518951,0.7380952380952381,0.17882400735116638,run_1_to_2,
M6_theta10,42,3,-16.913048994703352,39.826097989406705,40.45767693677512,45.03910684425681,0.31598911824672654,0.4190387640245097,True,100,100,94,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.006147284827702478,20.0,0.4961161317548449,sub-10956,42,2.351163581660315,0.42857142857142855,0.3241867604539476,run_1_to_2,
M7_theta10,42,4,-8.858163275352386,25.71632655070477,26.797407631785852,32.66700502383824,0.5583236097073457,0.6957231374110566,True,100,100,99,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,20.0,6.0110889929019535,sub-10956,42,1.9192894495861499,0.7380952380952381,0.16491350908147884,run_1_to_2,0.4854000532727841
M4_theta10,40,3,-24.918658816054286,55.83731763210857,56.50398429877524,60.903955994450385,-0.006952765554811427,0.10124936251186079,True,100,100,85,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.7436433486340595,0.570051708706882,sub-10958,42,0.5945830573897016,0.7380952380952381,0.20072633572414578,run_1_to_2,
M5_theta10,40,3,-23.09229902423185,52.1845980484637,52.85126471513036,57.251236410805504,0.05891923980871931,0.16712136787539156,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.8846426155888344,0.9676682173206298,sub-10958,42,0.5893014310949848,0.7380952380952381,0.1988084842443268,run_1_to_2,
M6_theta10,40,3,-26.668678263975487,59.33735652795097,60.00402319461764,64.40399489029278,-0.07007137502919036,0.038130753037481924,True,100,100,86,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7303742547699098,0.4681440819742878,sub-10958,42,0.6264846931739493,0.6904761904761905,0.21745555447051226,run_1_to_2,
M7_theta10,40,4,-23.092299024231846,54.18459804846369,55.32745519132084,60.940115864919434,0.02285186378649535,0.16712136787539167,True,100,100,100,alpha;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.8846426005752055,0.9676682245020485,sub-10958,42,0.5893014317442736,0.7380952380952381,0.19880848455150701,run_1_to_2,0.0
M4_theta10,42,3,-26.99130034508802,59.98260069017604,60.61417963754446,65.19560954502614,-0.030197625658808208,0.07285202011897485,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.1053301652611395,1.3428387739329817,sub-10969,42,0.8349876774784294,0.4523809523809524,0.3144092969884638,run_1_to_2,
M5_theta10,42,3,-27.541831963896783,61.083663927793566,61.715242875161984,66.29667278264367,-0.04910832176137902,0.05394132401640406,True,100,100,97,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.13886388091920882,0.0,sub-10969,42,0.7481196593378402,0.4523809523809524,0.27599803689043745,run_1_to_2,
M6_theta10,42,3,-27.436244674717102,60.872489349434204,61.50406829680262,66.0854982042843,-0.04548141084517819,0.05756823493260488,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.12572960092355304,0.4542785270498014,sub-10969,42,0.7820279038070294,0.4523809523809524,0.29177665797305313,run_1_to_2,
M7_theta10,42,4,-27.186762988020465,62.37352597604093,63.45460705712201,69.3242044491744,-0.07126162629039513,0.06613790141331566,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.12401724215941755,0.0,sub-10969,42,0.8540311205987633,0.4523809523809524,0.3170397006459084,run_1_to_2,1.3366692908260314
M4_theta10,24,3,-14.137849939543825,34.275699879087654,35.47569987908766,37.809861370131486,-0.030195463303295936,0.15014141680782456,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.26769797374616844,0.06498099085388993,10.0,sub-10974,14,0.7330499280215527,0.6428571428571429,0.265635544810233,chronological_65_percent,
M5_theta10,24,3,-14.499496284044948,34.998992568089896,36.1989925680899,38.533154059133736,-0.0519348544602705,0.1284020256508499,True,100,100,91,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.08493415763189871,10.0,sub-10974,14,0.8105786081705578,0.42857142857142855,0.28547876821387586,chronological_65_percent,
M6_theta10,24,3,-15.07475310102541,36.149506202050816,37.34950620205082,39.683667693094655,-0.08651486100590713,0.09382201910521315,True,100,100,100,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.4722327836719191,0.042912304352071565,10.0,sub-10974,14,0.6162304716967705,0.6428571428571429,0.2181655515857544,chronological_65_percent,
M7_theta10,24,4,-14.488596760573548,36.9771935211471,39.08245667904184,41.68940884253888,-0.11139195247813403,0.12905722100336003,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.08561719132112297,10.0,sub-10974,14,0.805791657453278,0.42857142857142855,0.2825153116666676,chronological_65_percent,0.49999999992117017
M5_theta10,27,3,-8.694086488266453,23.388172976532907,24.431651237402473,27.275683574545894,0.37514812650560575,0.5354475754932684,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3416993087909862,0.8561767113873084,3.2699216597177596,sub-10977,15,1.5675592585304343,0.5333333333333333,0.3352147760679286,chronological_65_percent,
M6_theta10,27,3,-13.43521500518429,32.87043001036858,33.91390827123814,36.75794060838157,0.12181469689173137,0.282114145879394,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.29893797535517186,0.7032929281700379,1.289296640276839,sub-10977,15,1.437501378132103,0.4,0.4109973460058162,chronological_65_percent,
M7_theta10,27,4,-8.694086488266453,25.388172976532907,27.206354794714724,30.571520440550223,0.32171497684305156,0.5354475754932684,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.34169930724712355,0.8561767149587083,3.2699216516388114,sub-10977,15,1.5675592576975768,0.5333333333333333,0.33521477573691916,chronological_65_percent,0.0
M4_theta10,40,3,-22.936410856078904,51.87282171215781,52.53948837882447,56.93946007449962,0.06454171698690728,0.17274384505357954,True,100,100,45,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.1338860693998862,0.49078542223797283,sub-10983,40,0.5487992664094488,0.675,0.19003800286896483,run_1_to_2,
M5_theta10,40,3,-22.50248985227287,51.00497970454574,51.671646371212404,56.07161806688755,0.08019210899512044,0.1883942370617927,True,100,100,41,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.2509173131501867,0.5364014136143025,sub-10983,40,0.5716131412258671,0.65,0.19429793523188604,run_1_to_2,
M6_theta10,40,3,-23.953783869105294,53.90756773821059,54.57423440487725,58.974206100552394,0.027847741971221387,0.1360498700378936,True,100,100,42,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.3281710024900244,0.3611381344622635,sub-10983,40,0.5551779688248839,0.675,0.19098510946817998,run_1_to_2,
M7_theta10,40,4,-22.487112994611373,52.974225989222745,54.11708313207989,59.72974380567849,0.04467933588021379,0.18894883996911016,True,100,100,41,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.32817100225884,0.5342841124642217,sub-10983,40,0.566534536139734,0.65,0.19353509863029308,run_1_to_2,0.06184649594529453
M4_theta10,41,3,-15.59345280474845,37.186905609496904,37.83555425814555,42.32762180960982,0.34573945964844927,0.45130251142081246,True,100,100,87,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.004447551359855264,20.0,0.9555086729539664,sub-10984,40,1.19627988895004,0.525,0.21487327116862565,run_1_to_2,
M5_theta10,41,3,-15.792174278803893,37.58434855760778,38.23299720625643,42.72506475772071,0.33874691123045103,0.4443099630028141,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11554654447011502,0.83970441833601,10.0,sub-10984,40,1.1825917205492165,0.6,0.21834213524960516,run_1_to_2,
M6_theta10,41,3,-23.233461322726026,52.46692264545205,53.1155712941007,57.60763884556498,0.0769052547402618,0.18246830651262502,True,100,100,80,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.3281710032649094,0.7482632961530893,sub-10984,40,0.6962455615784002,0.65,0.24591285227604026,run_1_to_2,
M7_theta10,41,4,-15.223310152868125,38.446620305736246,39.55773141684736,45.30090857255348,0.3235762383655292,0.4643269740620134,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04721549309897215,1.2583784524334722,10.0,sub-10984,40,1.4300759953586764,0.65,0.2051297281251072,run_1_to_2,0.3043978752261265
M4_theta10,39,3,-26.618454889624992,59.236909779249984,59.92262406496427,64.22759471763892,-0.09565123046296024,0.015325311143883136,True,100,100,95,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.019623459807962904,10.0,sub-11005,42,0.7177279630697815,0.5476190476190477,0.2617714992415297,run_1_to_2,
M5_theta10,39,3,-26.32047146511449,58.64094293022898,59.326657215943264,63.63162786861792,-0.08462817382684712,0.026348367779996273,True,100,100,96,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.029578685631477617,10.0,sub-11005,42,0.7717385670959198,0.30952380952380953,0.287116959603401,run_1_to_2,
M6_theta10,39,3,-24.402240001034297,54.804480002068594,55.49019428778288,59.79516494045753,-0.01366860919849658,0.09730793240834679,True,100,100,91,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2771775091036648,1.8751837530150708,sub-11005,42,0.8393087245083807,0.35714285714285715,0.3165226699015275,run_1_to_2,
M7_theta10,39,4,-24.29437262787474,56.58874525574948,57.76521584398478,63.24299184026806,-0.0466705403922902,0.10129818175016758,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2771775054950735,1.580121404889691,sub-11005,42,0.8199839085926386,0.35714285714285715,0.30865882581921855,run_1_to_2,2.218811447745989
M4_theta10,41,3,-24.14446261993894,54.28892523987788,54.93757388852652,59.4296414399908,0.04484922903946957,0.15041228081183278,True,100,100,68,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0021890480634864733,1.2836272658010472,0.6288830615683091,sub-11031,42,0.6330049150579964,0.6190476190476191,0.22428737796788512,run_1_to_2,
M5_theta10,41,3,-24.705292904372225,55.41058580874445,56.059234457393096,60.55130200885738,0.025114910255756157,0.13067796202811932,True,100,100,66,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.01709979657016685,0.849394993735496,0.6881110834426593,sub-11031,42,0.653491430541935,0.6190476190476191,0.23094241865506518,run_1_to_2,
M6_theta10,41,3,-26.777162779364193,59.55432555872839,60.20297420737703,64.69504175884131,-0.047789392037369434,0.05777365973499371,True,100,100,37,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.015819452196723083,0.4354189081245554,0.0,sub-11031,42,0.6704498469472624,0.5238095238095238,0.2390911359033156,run_1_to_2,
M7_theta10,41,4,-24.70529290437223,57.41058580874446,58.52169691985557,64.26487407556169,-0.010072773668365028,0.1306779620281192,True,100,100,40,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.01709979660432691,0.8493950079033713,0.6881110704975674,sub-11031,42,0.6534914309636808,0.6190476190476191,0.2309424187963517,run_1_to_2,0.0
